"company","date","open","close","high","low","volume","industry","total_esg_risk_score","environment_risk_score","governance_risk_score","social_risk_score","esg_risk_level","esg_risk_score_2024","predicted_future_esg_score","controversy_level"
"Bajaj Auto Ltd.","2025-08-06","8269","8178.5","8269","8120","515934","Automobile and Auto Components","17","4.2","6.7","6.1","Low","17","17.4","Low Controversy Level"
"Bajaj Auto Ltd.","2025-08-07","8070","8229","8249","7858.5","456137","Automobile and Auto Components","17","4.2","6.7","6.1","Low","17","17.4","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-07","1996.800048828125","2006.4000244140625","2016.9000244140625","1993","861699","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-08","2000","2018.300048828125","2020.5999755859375","1998.699951171875","986803","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-09","2013","2026.4000244140625","2037.5999755859375","2012","1161769","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-10","2034","2039.4000244140625","2049","2021.800048828125","1230564","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-11","2037","2017.199951171875","2040.699951171875","2000.199951171875","1145529","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-14","2010","2003.5999755859375","2015","1989","605261","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-15","2010","2036.5","2046","2004.0999755859375","888117","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-16","2040.0999755859375","2036","2043.699951171875","2018.0999755859375","633132","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-17","2037.5999755859375","2026.5","2047.5","2020.300048828125","458912","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-18","2029.9000244140625","2029.5999755859375","2038.9000244140625","2007.300048828125","995783","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-21","2026.9000244140625","2053.89990234375","2056","2017.5999755859375","999643","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-22","2047.9000244140625","2039.5999755859375","2049","2015.199951171875","1214275","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-23","2047.699951171875","2060.5","2063.199951171875","2033.699951171875","878101","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-24","2060.5","2032.300048828125","2060.60009765625","2025","658995","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-25","1999","1985.800048828125","2000","1932.9000244140625","4102292","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-28","1990","1977.800048828125","2023","1971.0999755859375","1469727","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-29","1977.800048828125","1972.5999755859375","1984.5","1943.800048828125","847965","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-30","1972.699951171875","1959.800048828125","1989.0999755859375","1945.0999755859375","932988","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-07-31","1953.0999755859375","1948","1968.300048828125","1941.0999755859375","985553","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-08-01","1945","1916.300048828125","1977.9000244140625","1911.199951171875","836974","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-08-04","1923","1933.5999755859375","1944.4000244140625","1923","982532","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-08-05","1930.0999755859375","1939.4000244140625","1942.699951171875","1916","1101680","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-08-06","1939.4000244140625","1924","1946.699951171875","1912.199951171875","875588","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bajaj Finserv Ltd.","2025-08-07","1919.699951171875","1914","1932.9000244140625","1890.5999755859375","905339","Financial Services","26.5","1.9","13.3","11.4","Medium","26.5","25.95716667","Low Controversy Level"
"Bharti Airtel Ltd.","2025-07-07","2001.2696375863966","2017.037841796875","2019.1204073963843","1993.9309635639677","4165432","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-08","2009.2032064202972","2013.1700439453125","2018.1285908515817","1998.0961097735637","3624619","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-09","2018.128646712418","2002.9554443359375","2023.7813419187191","1981.931253294726","2937734","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-10","2011.7816836964873","1948.213134765625","2011.7816836964873","1946.0314224882566","5695845","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-11","1925.8996432020544","1905.96630859375","1942.8578496282753","1898.3300736247704","13103980","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-14","1899.1234997073275","1904.974609375","1911.5198671988896","1884.4461521740072","5269381","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-15","1908.8423349640334","1918.164306640625","1926.8913979367326","1907.2555030496296","4163140","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-16","1927.8831074944278","1920.54443359375","1927.8831074944278","1912.809172772721","4211258","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Cipla Ltd.","2025-07-22","1475","1464.4000244140625","1479.4000244140625","1454.5","1908949","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Bharti Airtel Ltd.","2025-07-17","1927.585541707482","1913.9000244140625","1928.7756656405695","1911.6190443360201","6256455","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-18","1915.0999755859375","1901","1916","1891.800048828125","4643961","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-21","1894.800048828125","1909.199951171875","1919.9000244140625","1892.5999755859375","5109654","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-22","1909.199951171875","1906.800048828125","1911.300048828125","1883","4513541","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-23","1920","1943.800048828125","1949","1907.300048828125","5194282","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-24","1943.800048828125","1936.0999755859375","1970.4000244140625","1933.699951171875","4150685","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-25","1936.0999755859375","1937.9000244140625","1952.699951171875","1925","3896884","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-28","1930","1890.300048828125","1930","1885","3575044","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-29","1880","1918.300048828125","1923.5999755859375","1880","3748040","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-30","1934","1932.5999755859375","1939.199951171875","1922.0999755859375","5044683","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-07-31","1913","1914.300048828125","1926.5","1895.5999755859375","4674966","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-08-01","1914","1884.4000244140625","1919.699951171875","1878","5192594","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-08-04","1892","1914.5999755859375","1919.9000244140625","1878.5","3074380","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-08-05","1920","1931.800048828125","1937.5999755859375","1912.0999755859375","5167672","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-08-06","1930","1929.699951171875","1964.800048828125","1921.5999755859375","5461349","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharti Airtel Ltd.","2025-08-07","1928.0999755859375","1922.5999755859375","1933.300048828125","1909.0999755859375","4268450","Telecommunication","19.5","3.2","8.4","7.9","Low","19.5","19.599","Significant Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-07","340.67018662302752","345.30047607421875","346.33488772838206","338.35507196229423","8603937","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-08","344.80789674073816","350.3248291015625","353.32957160435819","343.5271937216462","12905482","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-09","350.32481945730967","343.33013916015625","351.0636935014133","342.49274256386639","8039090","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-10","346.58117145952","345.74380493164063","347.61561315579843","342.88680125465788","6580919","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-11","346.58119585420008","339.73431396484375","347.41859250588271","338.20728946710165","4803470","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-14","340.71945643249603","339.29095458984375","343.03460111392548","337.76396025999765","5372218","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-15","342.49275015012296","342.88681030273438","345.30047759288067","341.01500202918339","6270256","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-16","344.85713464942023","342.68978881835938","346.48268160379331","342.24645236446457","8426412","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-17","344.41383708103763","341.60610961914063","344.70937468129512","339.14319606745255","4026086","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-18","342.34498913805214","338.40432739257813","346.23640463765292","337.02510179463485","5631392","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-21","338.40431251852232","337.51766967773438","339.58652301614751","334.4144047025456","5051058","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-22","337.51767809790272","335.30105590820313","339.24171757878025","334.90699575411793","4447293","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-23","336.77880437706386","339.34024047851563","339.8820694328258","331.80370097398463","5089227","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-24","339.34025240774594","336.33547973632813","339.78355882280312","334.66071650467279","3270996","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-25","335.05475058890579","327.9615478515625","336.33545355251937","326.13898589191137","3514659","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-28","327.41972045575966","328.45413208007813","333.33071274297708","326.08974117816342","5630809","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-29","331.01558232311146","329.98117065429688","332.29628534782125","328.25713116303064","7809814","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-30","329.04524533308756","332.04998779296875","338.45356292669652","325.104583712332","11366010","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-07-31","330","329.29998779296875","331.25","323.10000610351563","6867024","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-08-01","329","317.85000610351563","329.29998779296875","316.54998779296875","4105518","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-08-04","320.14999389648438","317.85000610351563","320.75","314.89999389648438","3536322","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-08-05","317","315.10000610351563","318","309.54998779296875","6730701","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-08-06","315.5","315.75","318.14999389648438","314.39999389648438","3601019","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Bharat Petroleum Corporation Ltd.","2025-08-07","313.29998779296875","310.35000610351563","314.04998779296875","307.14999389648438","5017910","Oil Gas & Consumable Fuels","37.8","21.4","6.7","9.7","High","37.8","34.99188095","Moderate Controversy Level"
"Cipla Ltd.","2025-07-07","1516","1510.5","1519.199951171875","1506.5","1061434","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-08","1505.5","1488.300048828125","1510.5","1477.0999755859375","2197699","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-09","1486","1491.699951171875","1501.699951171875","1486","1364142","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-10","1489","1477.800048828125","1490.9000244140625","1463.199951171875","2178068","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-11","1480","1485","1490.5","1470","920651","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-14","1488.9000244140625","1484","1492.5","1476","1554680","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-15","1483.800048828125","1490.9000244140625","1492.4000244140625","1469.4000244140625","1203850","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-16","1485","1475.800048828125","1485","1468.199951171875","1569604","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-17","1475","1482.4000244140625","1489","1472","1349535","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-18","1481.0999755859375","1482.300048828125","1484.800048828125","1470","1001794","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-21","1481.0999755859375","1473.9000244140625","1482.5","1468.5","1198993","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-23","1465.300048828125","1473.5","1476.5","1462.4000244140625","1268156","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-24","1470.5","1487.9000244140625","1490","1470.300048828125","1389152","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-25","1485","1532.5","1553.699951171875","1469","5226395","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-28","1541.199951171875","1572","1577","1520.5","3843168","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-29","1563.4000244140625","1574","1579.4000244140625","1559.5999755859375","1303888","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-30","1574.300048828125","1559.4000244140625","1579.9000244140625","1551.199951171875","1390012","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-07-31","1540","1554.5999755859375","1564.699951171875","1536.5999755859375","2457841","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-08-01","1544","1502.800048828125","1549.699951171875","1494","2109707","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-08-04","1510","1515.0999755859375","1519.300048828125","1505","549494","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-08-05","1513.5","1499.800048828125","1517.300048828125","1491.0999755859375","1156528","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-08-06","1498.800048828125","1486.699951171875","1498.800048828125","1475","1157300","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Cipla Ltd.","2025-08-07","1476.0999755859375","1491","1499.800048828125","1464.0999755859375","1882293","Healthcare","28.4","3.3","10.3","14.8","Medium","28.4","29.63553651","Moderate Controversy Level"
"Coal India Ltd.","2025-07-07","380.89854360666072","378.68115234375","380.89854360666072","378.43477553675996","2810768","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-08","379.37102385461287","377.30145263671875","379.91304080619011","376.75940560984731","5231160","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-09","377.49855224961107","381.83480834960938","382.52464540166693","377.30146883843554","4497121","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-10","382.42606822305004","378.48403930664063","383.21449205150822","377.00577846298711","4668066","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-11","378.48403390206062","375.42898559570313","378.73041070581809","375.08405205538406","4677164","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-14","376.4637623939646","378.28695678710938","380.30723458135731","375.97100877826574","5109504","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-15","378.33621224867477","380.84927368164063","381.63766742024166","377.8927520489467","4586811","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-16","381.04635707864423","380.84927368164063","382.37679782841514","379.37101286529366","5205724","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-17","381.44057832646939","380.3072509765625","382.57393575167157","379.32174370267904","3749218","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-18","381.39130699128253","382.86956787109375","383.60869831099933","378.53334197203986","5172481","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-21","383.36231127899111","381.19418334960938","383.75650815470766","379.81447924695453","4396850","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-22","381.1941917477717","383.46087646484375","386.07246465870787","379.91304435464423","5043629","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-23","383.75650382366791","385.08694458007813","386.76231887708263","383.21448688508656","3670943","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-24","384.44638685418272","379.96231079101563","385.08696055597954","378.33622983251763","4022204","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-25","379.96231800547878","375.28115844726563","380.30725156693251","374.4927646570531","4616856","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-28","375.67537033842024","372.86666870117188","378.28695849837982","371.53622791770749","4521716","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-29","371.48696333713934","378.08984375","378.68115410458449","371.48696333713934","4872086","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-30","378.43478126752461","374.39419555664063","378.48404459955111","373.5565083851302","5107774","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-07-31","372.52174135154877","370.89566040039063","373.50724860380154","369.26957944923248","6461803","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
"Coal India Ltd.","2025-08-01","369.56520848626258","367.1014404296875","375.62607189037857","365.32753945907092","13769152","Oil Gas & Consumable Fuels","45.5","26.7","6.3","12.4","Severe","45.5","38.44051429","Moderate Controversy Level"
